user_id,date,departure_time,day_of_week,distance_km,traffic_multiplier,peak_hour,mode,mode_encoded,eta_minutes,home_location_name,home_latitude,home_longitude,office_location_name,office_latitude,office_longitude
U014,2024-02-12,15:28,0,8.88,1.49,0,Bicycle,2,42.65,9641 Dawn Courts,13.065684,77.632381,Mendoza-Martin,12.82313,77.638255
U014,2024-02-13,15:25,1,3.55,1.38,0,Walking,1,68.69,9641 Dawn Courts,13.065684,77.632381,Mendoza-Martin,12.82313,77.638255
U014,2024-02-14,11:32,2,4.86,1.46,0,Walking,1,84.49,9641 Dawn Courts,13.065684,77.632381,Mendoza-Martin,12.82313,77.638255
U014,2024-02-15,16:15,3,2.36,1.4,0,Walking,1,38.96,9641 Dawn Courts,13.065684,77.632381,Mendoza-Martin,12.82313,77.638255
U014,2024-02-16,00:47,4,11.06,1.0,0,Bike,3,12.13,9641 Dawn Courts,13.065684,77.632381,Mendoza-Martin,12.82313,77.638255
U014,2024-02-17,04:33,5,13.94,1.48,0,Car,0,29.58,9641 Dawn Courts,13.065684,77.632381,Mendoza-Martin,12.82313,77.638255
U014,2024-02-18,23:44,6,6.75,1.03,0,Car,0,9.58,9641 Dawn Courts,13.065684,77.632381,Mendoza-Martin,12.82313,77.638255
U014,2024-02-19,09:25,0,12.55,1.56,1,Car,0,30.76,9641 Dawn Courts,13.065684,77.632381,Mendoza-Martin,12.82313,77.638255
U014,2024-02-20,09:14,1,13.11,1.56,1,Bicycle,2,93.17,9641 Dawn Courts,13.065684,77.632381,Mendoza-Martin,12.82313,77.638255
U014,2024-02-21,21:23,2,3.8,0.91,0,Bicycle,2,13.49,9641 Dawn Courts,13.065684,77.632381,Mendoza-Martin,12.82313,77.638255
U014,2024-02-22,12:31,3,14.66,1.51,0,Bike,3,24.74,9641 Dawn Courts,13.065684,77.632381,Mendoza-Martin,12.82313,77.638255
U014,2024-02-23,00:34,4,5.2,1.26,0,Car,0,12.03,9641 Dawn Courts,13.065684,77.632381,Mendoza-Martin,12.82313,77.638255
U014,2024-02-24,08:28,5,8.99,1.32,1,Car,0,14.91,9641 Dawn Courts,13.065684,77.632381,Mendoza-Martin,12.82313,77.638255
U014,2024-02-25,03:10,6,8.21,1.4,0,Walking,1,155.73,9641 Dawn Courts,13.065684,77.632381,Mendoza-Martin,12.82313,77.638255
U014,2024-02-26,03:45,0,8.02,0.94,0,Walking,1,108.56,9641 Dawn Courts,13.065684,77.632381,Mendoza-Martin,12.82313,77.638255
U014,2024-02-27,21:40,1,5.43,1.4,0,Bicycle,2,23.31,9641 Dawn Courts,13.065684,77.632381,Mendoza-Martin,12.82313,77.638255
U014,2024-02-28,22:30,2,3.25,1.21,0,Bike,3,4.9,9641 Dawn Courts,13.065684,77.632381,Mendoza-Martin,12.82313,77.638255
U014,2024-02-29,15:05,3,6.74,1.42,0,Bike,3,10.58,9641 Dawn Courts,13.065684,77.632381,Mendoza-Martin,12.82313,77.638255
U014,2024-03-01,10:45,4,3.77,1.57,0,Bicycle,2,26.83,9641 Dawn Courts,13.065684,77.632381,Mendoza-Martin,12.82313,77.638255
U014,2024-03-02,19:13,5,4.78,1.49,0,Bicycle,2,31.82,9641 Dawn Courts,13.065684,77.632381,Mendoza-Martin,12.82313,77.638255
U014,2024-03-03,09:44,6,14.37,1.06,1,Walking,1,176.29,9641 Dawn Courts,13.065684,77.632381,Mendoza-Martin,12.82313,77.638255
U014,2024-03-04,09:39,0,6.89,1.02,1,Car,0,8.59,9641 Dawn Courts,13.065684,77.632381,Mendoza-Martin,12.82313,77.638255
U014,2024-03-05,01:40,1,3.04,1.5,0,Bicycle,2,21.9,9641 Dawn Courts,13.065684,77.632381,Mendoza-Martin,12.82313,77.638255
U014,2024-03-06,19:32,2,5.31,1.29,0,Bike,3,10.25,9641 Dawn Courts,13.065684,77.632381,Mendoza-Martin,12.82313,77.638255
U014,2024-03-07,03:21,3,10.97,1.51,0,Car,0,18.04,9641 Dawn Courts,13.065684,77.632381,Mendoza-Martin,12.82313,77.638255
U014,2024-03-08,07:23,4,6.55,0.91,0,Walking,1,82.14,9641 Dawn Courts,13.065684,77.632381,Mendoza-Martin,12.82313,77.638255
U014,2024-03-09,05:14,5,12.59,1.32,0,Bike,3,17.07,9641 Dawn Courts,13.065684,77.632381,Mendoza-Martin,12.82313,77.638255
U014,2024-03-10,16:25,6,3.63,1.56,0,Bike,3,6.08,9641 Dawn Courts,13.065684,77.632381,Mendoza-Martin,12.82313,77.638255
U014,2024-03-11,14:43,0,13.47,1.46,0,Bicycle,2,61.17,9641 Dawn Courts,13.065684,77.632381,Mendoza-Martin,12.82313,77.638255
U014,2024-03-12,00:34,1,6.92,1.25,0,Bicycle,2,30.8,9641 Dawn Courts,13.065684,77.632381,Mendoza-Martin,12.82313,77.638255
U014,2024-03-13,08:48,2,12.05,1.36,1,Bicycle,2,67.73,9641 Dawn Courts,13.065684,77.632381,Mendoza-Martin,12.82313,77.638255
U014,2024-03-14,08:19,3,7.14,1.4,1,Walking,1,147.03,9641 Dawn Courts,13.065684,77.632381,Mendoza-Martin,12.82313,77.638255
U014,2024-03-15,06:59,4,8.17,1.21,0,Bike,3,10.76,9641 Dawn Courts,13.065684,77.632381,Mendoza-Martin,12.82313,77.638255
U014,2024-03-16,02:17,5,2.9,1.53,0,Walking,1,63.0,9641 Dawn Courts,13.065684,77.632381,Mendoza-Martin,12.82313,77.638255
U014,2024-03-17,14:50,6,3.33,1.1,0,Walking,1,49.99,9641 Dawn Courts,13.065684,77.632381,Mendoza-Martin,12.82313,77.638255
U014,2024-03-18,05:45,0,4.53,1.44,0,Bike,3,8.37,9641 Dawn Courts,13.065684,77.632381,Mendoza-Martin,12.82313,77.638255
U014,2024-03-19,09:55,1,2.41,1.54,1,Walking,1,40.46,9641 Dawn Courts,13.065684,77.632381,Mendoza-Martin,12.82313,77.638255
U014,2024-03-20,21:24,2,3.25,1.55,0,Car,0,7.44,9641 Dawn Courts,13.065684,77.632381,Mendoza-Martin,12.82313,77.638255
U014,2024-03-21,09:11,3,5.49,1.23,1,Car,0,10.68,9641 Dawn Courts,13.065684,77.632381,Mendoza-Martin,12.82313,77.638255
U014,2024-03-22,21:51,4,10.05,1.49,0,Bike,3,16.11,9641 Dawn Courts,13.065684,77.632381,Mendoza-Martin,12.82313,77.638255
U014,2024-03-23,14:09,5,4.09,1.29,0,Bike,3,5.81,9641 Dawn Courts,13.065684,77.632381,Mendoza-Martin,12.82313,77.638255
U014,2024-03-24,01:43,6,8.24,1.31,0,Bike,3,15.31,9641 Dawn Courts,13.065684,77.632381,Mendoza-Martin,12.82313,77.638255
U014,2024-03-25,06:01,0,8.97,1.31,0,Car,0,22.1,9641 Dawn Courts,13.065684,77.632381,Mendoza-Martin,12.82313,77.638255
U014,2024-03-26,09:05,1,10.61,1.04,1,Bicycle,2,40.95,9641 Dawn Courts,13.065684,77.632381,Mendoza-Martin,12.82313,77.638255
U014,2024-03-27,11:46,2,14.6,1.08,0,Car,0,23.98,9641 Dawn Courts,13.065684,77.632381,Mendoza-Martin,12.82313,77.638255
U014,2024-03-28,03:08,3,10.51,0.91,0,Walking,1,104.14,9641 Dawn Courts,13.065684,77.632381,Mendoza-Martin,12.82313,77.638255
U014,2024-03-29,13:41,4,7.89,1.54,0,Bike,3,16.04,9641 Dawn Courts,13.065684,77.632381,Mendoza-Martin,12.82313,77.638255
U014,2024-03-30,03:59,5,8.74,0.92,0,Walking,1,118.84,9641 Dawn Courts,13.065684,77.632381,Mendoza-Martin,12.82313,77.638255
U015,2024-01-01,12:04,0,14.44,1.26,0,Car,0,20.75,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-01-02,03:16,1,6.29,1.59,0,Car,0,18.39,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-01-03,21:07,2,2.81,1.47,0,Walking,1,48.16,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-01-04,11:51,3,4.62,1.58,0,Car,0,10.5,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-01-05,05:29,4,7.0,0.99,0,Bike,3,7.07,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-01-06,21:30,5,10.79,0.97,0,Walking,1,137.21,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-01-07,06:11,6,5.43,1.46,0,Bike,3,9.06,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-01-08,08:55,0,13.43,1.06,1,Walking,1,200.51,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-01-09,06:33,1,10.97,1.37,0,Bicycle,2,49.95,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-01-10,05:10,2,14.93,1.14,0,Walking,1,216.42,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-01-11,13:59,3,7.45,0.95,0,Bicycle,2,23.76,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-01-12,09:25,4,5.79,1.43,1,Car,0,8.52,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-01-13,10:59,5,14.09,1.08,0,Car,0,15.51,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-01-14,17:39,6,9.06,1.18,1,Bicycle,2,36.57,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-01-15,08:12,0,11.12,1.43,1,Bike,3,16.27,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-01-16,08:41,1,6.81,1.3,1,Bike,3,13.11,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-01-17,20:17,2,5.24,1.11,0,Car,0,5.85,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-01-18,09:44,3,2.62,1.12,1,Car,0,5.49,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-01-19,12:27,4,3.83,1.47,0,Car,0,10.96,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-01-20,18:39,5,10.19,1.34,1,Car,0,15.0,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-01-21,17:35,6,11.01,1.2,1,Bike,3,17.99,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-01-22,22:41,0,8.97,1.07,0,Car,0,15.1,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-01-23,17:40,1,6.73,1.31,1,Walking,1,96.74,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-01-24,20:32,2,6.17,1.56,0,Walking,1,136.39,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-01-25,21:09,3,8.97,1.11,0,Walking,1,100.04,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-01-26,20:27,4,14.23,1.41,0,Bike,3,29.95,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-01-27,14:16,5,9.25,1.46,0,Bicycle,2,41.65,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-01-28,10:25,6,7.4,1.1,0,Car,0,8.49,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-01-29,21:41,0,10.14,1.08,0,Walking,1,120.86,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-01-30,22:19,1,3.83,1.35,0,Walking,1,68.45,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-01-31,01:05,2,2.55,1.27,0,Bicycle,2,14.74,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-02-01,02:58,3,6.67,0.94,0,Walking,1,83.42,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-02-02,18:29,4,7.02,1.26,1,Walking,1,113.21,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-02-03,05:37,5,14.23,0.95,0,Walking,1,176.47,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-02-04,20:09,6,2.85,1.2,0,Bicycle,2,10.43,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-02-05,22:35,0,10.7,0.99,0,Car,0,12.53,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-02-06,03:32,1,3.14,1.46,0,Bicycle,2,18.89,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-02-07,14:23,2,5.24,1.1,0,Bike,3,7.78,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-02-08,14:37,3,14.94,1.32,0,Bicycle,2,66.4,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-02-09,15:25,4,4.39,1.15,0,Bike,3,5.22,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-02-10,13:50,5,13.82,1.34,0,Walking,1,271.14,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-02-11,13:31,6,4.77,1.03,0,Bicycle,2,18.77,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-02-12,21:50,0,5.61,1.39,0,Car,0,9.46,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-02-13,00:14,1,9.24,1.02,0,Bike,3,12.02,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-02-14,01:16,2,5.64,1.5,0,Bicycle,2,38.75,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-02-15,14:17,3,4.44,0.99,0,Car,0,5.14,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-02-16,14:18,4,7.65,1.04,0,Bicycle,2,26.96,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-02-17,21:40,5,7.78,1.27,0,Car,0,16.49,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-02-18,04:33,6,8.28,1.39,0,Bicycle,2,54.62,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-02-19,13:47,0,13.34,0.99,0,Car,0,13.47,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-02-20,14:42,1,10.01,1.51,0,Bicycle,2,58.22,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-02-21,09:37,2,6.4,1.58,1,Bicycle,2,31.94,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-02-22,02:13,3,12.17,1.3,0,Walking,1,175.0,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-02-23,11:14,4,5.91,1.1,0,Bicycle,2,20.23,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-02-24,14:34,5,10.42,1.51,0,Car,0,31.08,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-02-25,14:00,6,13.62,1.6,0,Car,0,24.68,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-02-26,10:40,0,7.01,1.07,0,Bicycle,2,28.93,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-02-27,18:01,1,11.0,1.56,1,Bicycle,2,74.24,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-02-28,02:48,2,8.14,1.17,0,Bike,3,11.6,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-02-29,10:04,3,13.42,0.97,0,Car,0,16.44,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-03-01,08:21,4,12.71,1.18,1,Car,0,18.34,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-03-02,08:55,5,12.0,1.32,1,Bike,3,19.34,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-03-03,10:52,6,8.43,0.99,0,Car,0,15.11,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-03-04,17:04,0,3.36,0.95,1,Car,0,3.56,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-03-05,18:24,1,9.16,1.54,1,Car,0,17.91,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-03-06,08:40,2,5.6,1.52,1,Car,0,9.71,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-03-07,00:07,3,14.72,1.4,0,Walking,1,230.22,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-03-08,05:14,4,13.0,1.25,0,Bicycle,2,74.81,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-03-09,10:39,5,2.17,1.45,0,Bike,3,3.43,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-03-10,18:03,6,3.82,1.24,1,Bike,3,5.59,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-03-11,02:04,0,3.08,1.04,0,Car,0,3.56,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-03-12,04:58,1,12.73,0.97,0,Walking,1,154.56,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-03-13,10:10,2,10.92,1.14,0,Bicycle,2,46.74,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-03-14,20:22,3,11.14,1.52,0,Bicycle,2,78.54,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-03-15,11:40,4,13.22,1.35,0,Walking,1,192.75,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-03-16,09:30,5,7.9,1.46,1,Bicycle,2,49.91,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-03-17,00:50,6,9.31,1.57,0,Bicycle,2,48.51,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-03-18,12:34,0,14.06,1.46,0,Car,0,31.82,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-03-19,04:42,1,7.74,1.58,0,Bicycle,2,36.77,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-03-20,09:37,2,5.04,1.09,1,Bicycle,2,18.16,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-03-21,19:39,3,6.1,1.39,0,Bike,3,10.26,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-03-22,19:09,4,13.46,1.35,0,Car,0,19.36,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-03-23,07:05,5,10.4,1.56,0,Walking,1,168.69,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-03-24,16:20,6,2.66,0.93,0,Walking,1,26.07,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-03-25,03:12,0,3.32,1.48,0,Bicycle,2,18.81,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-03-26,17:25,1,5.57,1.46,1,Car,0,14.03,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-03-27,20:54,2,9.51,1.26,0,Car,0,15.86,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-03-28,14:31,3,5.84,1.58,0,Bicycle,2,41.16,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-03-29,21:31,4,8.48,1.44,0,Bicycle,2,39.0,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U015,2024-03-30,19:45,5,7.52,1.43,0,Bicycle,2,39.57,169 Moore Plaza,12.986083,77.648134,"Nguyen, Ford and Lewis",12.980196,77.693709
U016,2024-01-01,16:53,0,13.14,1.33,0,Car,0,27.59,841 Simpson Parks Suite 521,12.90601,77.703727,"Jennings, Flores and Thomas",13.029964,77.65857
U016,2024-01-02,07:16,1,2.03,1.23,0,Bike,3,2.52,841 Simpson Parks Suite 521,12.90601,77.703727,"Jennings, Flores and Thomas",13.029964,77.65857
U016,2024-01-03,17:09,2,7.32,1.5,1,Car,0,19.23,841 Simpson Parks Suite 521,12.90601,77.703727,"Jennings, Flores and Thomas",13.029964,77.65857
U016,2024-01-04,06:25,3,7.83,1.41,0,Bike,3,15.96,841 Simpson Parks Suite 521,12.90601,77.703727,"Jennings, Flores and Thomas",13.029964,77.65857
U016,2024-01-05,20:21,4,4.97,1.4,0,Bicycle,2,25.04,841 Simpson Parks Suite 521,12.90601,77.703727,"Jennings, Flores and Thomas",13.029964,77.65857
U016,2024-01-06,03:17,5,11.16,1.17,0,Bicycle,2,51.93,841 Simpson Parks Suite 521,12.90601,77.703727,"Jennings, Flores and Thomas",13.029964,77.65857
U016,2024-01-07,14:14,6,7.12,1.49,0,Bicycle,2,40.72,841 Simpson Parks Suite 521,12.90601,77.703727,"Jennings, Flores and Thomas",13.029964,77.65857
U016,2024-01-08,01:04,0,8.07,0.99,0,Bicycle,2,37.53,841 Simpson Parks Suite 521,12.90601,77.703727,"Jennings, Flores and Thomas",13.029964,77.65857
U016,2024-01-09,15:07,1,5.46,1.2,0,Car,0,7.58,841 Simpson Parks Suite 521,12.90601,77.703727,"Jennings, Flores and Thomas",13.029964,77.65857
U016,2024-01-10,06:35,2,14.8,1.21,0,Car,0,29.56,841 Simpson Parks Suite 521,12.90601,77.703727,"Jennings, Flores and Thomas",13.029964,77.65857
U016,2024-01-11,04:25,3,13.89,1.04,0,Walking,1,159.49,841 Simpson Parks Suite 521,12.90601,77.703727,"Jennings, Flores and Thomas",13.029964,77.65857
U016,2024-01-12,00:45,4,8.03,0.98,0,Bicycle,2,36.23,841 Simpson Parks Suite 521,12.90601,77.703727,"Jennings, Flores and Thomas",13.029964,77.65857
U016,2024-01-13,23:06,5,14.0,1.26,0,Car,0,30.83,841 Simpson Parks Suite 521,12.90601,77.703727,"Jennings, Flores and Thomas",13.029964,77.65857
U016,2024-01-14,07:01,6,14.88,0.94,0,Bike,3,14.48,841 Simpson Parks Suite 521,12.90601,77.703727,"Jennings, Flores and Thomas",13.029964,77.65857
U016,2024-01-15,22:00,0,3.07,0.97,0,Bicycle,2,9.19,841 Simpson Parks Suite 521,12.90601,77.703727,"Jennings, Flores and Thomas",13.029964,77.65857
U016,2024-01-16,11:35,1,3.64,0.93,0,Walking,1,33.9,841 Simpson Parks Suite 521,12.90601,77.703727,"Jennings, Flores and Thomas",13.029964,77.65857
U016,2024-01-17,05:24,2,3.12,1.06,0,Walking,1,36.02,841 Simpson Parks Suite 521,12.90601,77.703727,"Jennings, Flores and Thomas",13.029964,77.65857
U016,2024-01-18,19:13,3,6.78,0.96,0,Walking,1,84.57,841 Simpson Parks Suite 521,12.90601,77.703727,"Jennings, Flores and Thomas",13.029964,77.65857
U016,2024-01-19,02:34,4,2.94,1.55,0,Bike,3,5.7,841 Simpson Parks Suite 521,12.90601,77.703727,"Jennings, Flores and Thomas",13.029964,77.65857
U016,2024-01-20,16:17,5,5.46,1.39,0,Car,0,9.49,841 Simpson Parks Suite 521,12.90601,77.703727,"Jennings, Flores and Thomas",13.029964,77.65857
U016,2024-01-21,01:04,6,3.31,1.13,0,Bike,3,4.15,841 Simpson Parks Suite 521,12.90601,77.703727,"Jennings, Flores and Thomas",13.029964,77.65857
U016,2024-01-22,12:31,0,13.01,1.22,0,Car,0,20.78,841 Simpson Parks Suite 521,12.90601,77.703727,"Jennings, Flores and Thomas",13.029964,77.65857
U016,2024-01-23,01:02,1,13.7,1.2,0,Walking,1,194.6,841 Simpson Parks Suite 521,12.90601,77.703727,"Jennings, Flores and Thomas",13.029964,77.65857
U016,2024-01-24,09:38,2,3.63,1.36,1,Bicycle,2,14.86,841 Simpson Parks Suite 521,12.90601,77.703727,"Jennings, Flores and Thomas",13.029964,77.65857
U016,2024-01-25,10:53,3,9.41,1.18,0,Bicycle,2,33.93,841 Simpson Parks Suite 521,12.90601,77.703727,"Jennings, Flores and Thomas",13.029964,77.65857
U016,2024-01-26,08:54,4,9.57,1.47,1,Walking,1,170.37,841 Simpson Parks Suite 521,12.90601,77.703727,"Jennings, Flores and Thomas",13.029964,77.65857
U016,2024-01-27,08:58,5,11.08,1.06,1,Bike,3,14.68,841 Simpson Parks Suite 521,12.90601,77.703727,"Jennings, Flores and Thomas",13.029964,77.65857
U016,2024-01-28,03:15,6,9.93,1.39,0,Bike,3,18.7,841 Simpson Parks Suite 521,12.90601,77.703727,"Jennings, Flores and Thomas",13.029964,77.65857
U016,2024-01-29,06:53,0,3.8,1.52,0,Bike,3,6.36,841 Simpson Parks Suite 521,12.90601,77.703727,"Jennings, Flores and Thomas",13.029964,77.65857
U016,2024-01-30,14:09,1,14.81,1.4,0,Car,0,38.78,841 Simpson Parks Suite 521,12.90601,77.703727,"Jennings, Flores and Thomas",13.029964,77.65857
U016,2024-01-31,04:12,2,10.0,1.47,0,Car,0,18.84,841 Simpson Parks Suite 521,12.90601,77.703727,"Jennings, Flores and Thomas",13.029964,77.65857
U016,2024-02-01,03:17,3,12.1,1.15,0,Bike,3,17.07,841 Simpson Parks Suite 521,12.90601,77.703727,"Jennings, Flores and Thomas",13.029964,77.65857
